SAMPLES,STRUCTURE,INTERCEPT,TOPIC_1,TOPIC_2,SIGMA,TP,FP,TN,FN,PRECISION,RECALL,F1,ACCURACY
500,STG,0.94654411950419,-0.49229216860995473,0.8564272319028354,1.0040193093215353,3,0,2,0,1,1,1,1
500,IFG,0.28583720975623755,0.9406457112742164,-0.6862694031232575,0.7759787270285441,2,0,3,0,1,1,1,1
1000,STG,-0.3841777723366851,-0.9036784352116886,0.8102000353095437,0.2789099896767566,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,-0.0725319378349164,-0.9826769808303377,-0.12229007961484668,0.4424046506544572,0,0,3,2,NaN,0,NaN,0.6
2500,STG,0.9246425276456662,-0.9106201717200377,0.9824857231892609,0.4755339865979414,3,0,2,0,1,1,1,1
2500,IFG,0.5946855207566044,0.2997361992613073,-0.5316197646551495,0.3039281410625737,2,0,3,0,1,1,1,1
5000,STG,0.24183715367878056,-0.9667196221262926,0.9614005962755363,0.30112742948555016,3,0,2,0,1,1,1,1
5000,IFG,-0.8675934253196673,0.5868582532623818,0.39264226802285357,0.41577968460436365,2,3,0,0,0.4,1,0.5714285714285714,0.4
7500,STG,0.228959736225129,-0.3499361737730674,0.9159493461586072,0.23798507148132775,3,0,2,0,1,1,1,1
7500,IFG,0.4367867764118248,0.9965360680599767,-0.9810186649425916,0.29128818204633183,2,0,3,0,1,1,1,1
10000,STG,-0.9996178416486531,-0.4501439031865071,0.8299490809263459,1.1292324325845593,0,0,2,3,NaN,0,NaN,0.4
10000,IFG,-0.9732914062668891,0.534524297170132,-0.6409971853471456,0.35945693621642044,2,3,0,0,0.4,1,0.5714285714285714,0.4
1,STG,-0.2850279093595794,-0.5639815495376701,-0.4242457003455202,1.348871856919334,0,0,2,3,NaN,0,NaN,0.4
1,IFG,0.09186973451622382,0.3013829047375629,0.8317709426432947,1.1814704641732305,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,-0.04675915144282784,0.3604798296198519,0.08294941010653867,0.3631416048086938,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,0.8088993216509238,0.3592439202114466,0.7114740906840543,0.49290637225920153,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,0.3216845622227086,-0.12276354210872445,-0.45399038154818905,1.6516653759307096,0,2,0,3,0,0,0,0
10,IFG,0.49149432366720175,-0.36634071357731834,0.3242407009312656,0.4532688217357398,2,3,0,0,0.4,1,0.5714285714285714,0.4
50,STG,0.6122469110137291,0.26320282176449916,0.9235662341828349,1.7494968978979801,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,-0.5228857841312542,0.4552324582133875,0.23989903076693836,1.2027783842089539,0,0,3,2,NaN,0,NaN,0.6
100,STG,0.9177299643756113,0.6870560500636318,0.6327582591556913,0.9131167515452875,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,0.8952649496250357,-0.9443475171588283,-0.4727568454191008,0.594432238226368,0,3,0,2,0,0,0,0
500,STG,-0.6337002007436011,0.024000673010087265,0.9823952624539333,0.6959996369390354,3,0,2,0,1,1,1,1
500,IFG,-0.5530628261636984,-0.027687260733668076,-0.9941075272841712,0.4316130867465607,0,0,3,2,NaN,0,NaN,0.6
1000,STG,-0.015570264462429137,0.8579498161594035,0.9276617502229378,0.4338831633071367,3,0,2,0,1,1,1,1
1000,IFG,0.9740512414367728,0.6446253452124528,-0.9002865814419346,0.3676309413738134,2,3,0,0,0.4,1,0.5714285714285714,0.4
2500,STG,-0.6073864617855429,-0.4852160232953565,-0.9627005343142017,0.5373283784396888,0,0,2,3,NaN,0,NaN,0.4
2500,IFG,-0.6585403086851956,0.8537366814775034,-0.9994178271540708,0.30024954058566966,2,0,3,0,1,1,1,1
5000,STG,0.4173566773550251,-0.33490303307160385,0.35105230207651184,0.303852817608524,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,-0.9768254991592875,0.7623934190843698,0.09852731560150055,0.8883220853539958,0,0,3,2,NaN,0,NaN,0.6
7500,STG,0.6603262545829414,-0.9244669841532311,0.9238219925302527,0.3810194342998518,3,0,2,0,1,1,1,1
7500,IFG,0.5080502928094713,0.9505180619227434,0.8753530192460401,0.36616536815994305,2,3,0,0,0.4,1,0.5714285714285714,0.4
10000,STG,0.42945925867785206,-0.9661971792893649,0.850999065527865,0.21000022002095756,3,0,2,0,1,1,1,1
10000,IFG,0.414088079506482,0.5706522724613124,-0.8911398502832395,0.37047192050239786,2,0,3,0,1,1,1,1
1,STG,-0.23862460549161923,0.03022013726149088,0.6454412302565138,0.035143911765303404,3,0,2,0,1,1,1,1
1,IFG,-0.9123040534925506,-0.34292833363854314,-0.4988706548685781,0.19051671908606593,0,0,3,2,NaN,0,NaN,0.6
5,STG,0.5941201585280762,-0.4336257881740445,-0.2954085707537539,1.1054780952700796,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,-0.5103088766301898,0.8585086892498199,0.7879412658169961,1.894603148393133,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,-0.6713008010053223,-0.12196222729565163,0.5835612879319501,1.2492832334319592,2,0,2,1,1,0.6666666666666666,0.8,0.8
10,IFG,-0.46079544033910974,0.6446161750723121,-0.551453113797865,0.8063071676935553,2,0,3,0,1,1,1,1
50,STG,0.1050876635710346,-0.3311485007681595,0.2537712138516184,0.5799788441504454,3,0,2,0,1,1,1,1
50,IFG,-0.1530583869152977,-0.2881271953482641,-0.24581381451790216,0.39344059115209823,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,-0.7224596360169162,-0.9869731322695303,-0.5218596961076054,0.6589966827043338,0,0,2,3,NaN,0,NaN,0.4
100,IFG,0.21461508481374303,0.22253801962690048,0.3106731402625678,0.6046207750845238,2,3,0,0,0.4,1,0.5714285714285714,0.4
500,STG,-0.4726275453101272,0.3610801756120636,-0.7538560806157035,0.7813385605021317,1,2,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2
500,IFG,-0.5147768605251873,0.5226580402742147,-0.7190789081046911,0.32430296755190874,0,0,3,2,NaN,0,NaN,0.6
1000,STG,0.5185286891294062,-0.9217270534645907,0.7518174855155565,0.26312740967541154,0,0,2,3,NaN,0,NaN,0.4
1000,IFG,0.2686417372472968,0.011687565484446188,0.7449507813541397,0.36125618473776705,2,0,3,0,1,1,1,1
2500,STG,0.2094971896579339,-0.9254702262202994,0.9081440621494892,0.3063597039760139,3,0,2,0,1,1,1,1
2500,IFG,-0.4763584916953374,-0.9297535548187532,-0.745705328353668,0.5446812713585425,2,3,0,0,0.4,1,0.5714285714285714,0.4
5000,STG,-0.9995251551866302,-0.9160202507122128,0.0514009013182555,0.8631884448467957,0,0,2,3,NaN,0,NaN,0.4
5000,IFG,0.0237228569073218,0.9509267350166648,-0.717987322432643,0.34657661733733475,0,0,3,2,NaN,0,NaN,0.6
7500,STG,-0.8873882551411707,-0.985525803373092,0.9516126264704405,0.7665505736561563,3,0,2,0,1,1,1,1
7500,IFG,0.12633413401957128,0.8673871929730178,-0.9317994469841893,0.21377101236957258,2,0,3,0,1,1,1,1
10000,STG,0.5195652931866156,-0.9402873698988157,0.7465155140633215,0.3902215545036223,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,-0.8886434206375461,0.7299315413222547,-0.9081036380797862,0.23019824418497992,2,0,3,0,1,1,1,1
1,STG,0.3872574070962682,-0.345417439225959,0.31082904521813537,0.9353305757439876,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,-0.6253000908982305,-0.5985942873217023,0.26398155055309536,0.15092816573280388,0,0,3,2,NaN,0,NaN,0.6
5,STG,0.008356274291516825,-0.30302825520121873,-0.9067347168067865,0.8479765494171215,0,0,2,3,NaN,0,NaN,0.4
5,IFG,-0.5581097461213858,0.5504055427996966,-0.1880892886850176,0.14425791915949981,0,0,3,2,NaN,0,NaN,0.6
10,STG,-0.4926160549573839,-0.6094043020778819,0.15830264026441637,0.8512488654946931,0,0,2,3,NaN,0,NaN,0.4
10,IFG,0.9013375908499827,-0.23988726269031613,-0.7961051750262758,0.6251750181620455,2,3,0,0,0.4,1,0.5714285714285714,0.4
50,STG,-0.28527964627801633,-0.3114016705364018,-0.13221688645015367,0.37900979478738184,0,0,2,3,NaN,0,NaN,0.4
50,IFG,0.05655581586185857,0.05651123531938015,-0.426000839792542,0.18636832602841516,2,0,3,0,1,1,1,1
100,STG,0.8901456279921627,-0.17412239267215046,-0.41061398385994735,1.2160228486345022,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,-0.8203046806306296,0.008965899966763627,-0.6197200512504389,0.3437697761312797,0,0,3,2,NaN,0,NaN,0.6
500,STG,0.7021695829081649,-0.902518643872709,0.9077904436732743,0.38035623267584395,3,0,2,0,1,1,1,1
500,IFG,0.4099748226591981,0.5578669974253783,-0.24363346269162678,0.2688229741687362,0,0,3,2,NaN,0,NaN,0.6
1000,STG,0.07856844772163582,-0.6887077760858028,0.8979062690425108,0.23392524621749824,3,0,2,0,1,1,1,1
1000,IFG,-0.7656001140937597,0.8927698366473704,-0.9874988076958973,0.24728017979330597,2,0,3,0,1,1,1,1
2500,STG,0.31496824519044775,-0.9739592531198387,0.5076070775956985,0.3398386825748205,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,-0.3843951484636412,-0.2280275303941111,-0.8548532039747366,0.31343097605102377,0,0,3,2,NaN,0,NaN,0.6
5000,STG,-0.5450898817153982,-0.7259819728246921,0.31153401933849834,0.35967218128626854,3,0,2,0,1,1,1,1
5000,IFG,-0.7007981522894206,0.9960842237255046,-0.9839686502081562,0.26142921986082746,2,0,3,0,1,1,1,1
7500,STG,-0.32202026238623754,-0.7395748689238919,0.9477156257242363,0.2552441315198648,0,0,2,3,NaN,0,NaN,0.4
7500,IFG,0.967051640769368,0.9713187679800661,-0.8732903966890305,0.2755856403696081,2,0,3,0,1,1,1,1
10000,STG,0.27990700014167813,-0.4899971972747807,0.8508894704526563,0.21618211397225445,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,0.5418576838671101,0.27799304931987656,-0.9633681130965486,0.312066005901382,2,0,3,0,1,1,1,1
1,STG,-0.18208024097917958,0.15878424247641165,0.552498013570097,0.3695156584605206,3,0,2,0,1,1,1,1
1,IFG,-0.27191357407490324,-0.16788404923057748,-0.9545709994144205,0.7131160079795342,0,0,3,2,NaN,0,NaN,0.6
5,STG,-0.6148427194196479,-0.8346931024973485,-0.6487591672755694,0.7315895309087121,0,0,2,3,NaN,0,NaN,0.4
5,IFG,0.8862919514190636,0.9447647727250073,-0.6632156947400937,1.1416744397995549,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,0.42786468764547747,-0.4476698152586133,0.9133530845200712,1.7295824840628493,3,0,2,0,1,1,1,1
10,IFG,0.5636913793308939,0.5501572741435622,-0.6949254622764487,0.8886188433950264,2,0,3,0,1,1,1,1
50,STG,-0.4700961817761574,-0.38348747746433476,-0.6335645972785745,1.7130470721814686,0,0,2,3,NaN,0,NaN,0.4
50,IFG,0.1338642744154607,0.14716816712372272,0.10965335005934482,1.2045860009042508,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,-0.9504760356821563,0.49893808222351477,0.4264322307325759,0.400438160662119,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.715616535273211,-0.04006012175197355,0.13967890825923843,0.43335789874070546,0,0,3,2,NaN,0,NaN,0.6
500,STG,-0.5290443713825964,0.9119739684195667,-0.9603097162052784,1.1555202782701612,0,2,0,3,0,0,0,0
500,IFG,-0.9958062103634802,0.9520816594970699,0.38325093573749586,0.3352350567519453,0,0,3,2,NaN,0,NaN,0.6
1000,STG,0.7353174322870626,0.9692190184026432,0.9668246610864065,1.0901514378326531,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,0.26874110796301576,0.037748491300213,-0.874491601590182,0.4114022321072455,2,0,3,0,1,1,1,1
2500,STG,-0.37094036969561267,-0.9406639340511509,0.14900902169119046,0.40816206330228033,3,0,2,0,1,1,1,1
2500,IFG,-0.9763622459950106,0.4210795551053521,-0.7776694809398434,0.25761343982330787,0,0,3,2,NaN,0,NaN,0.6
5000,STG,0.4340791845189859,0.16938193061672235,0.14940990924430142,0.2933639928557641,3,0,2,0,1,1,1,1
5000,IFG,0.12381119229912313,0.6083577149644509,-0.7240054197789773,0.3431849373134856,2,1,2,0,0.6666666666666666,1,0.8,0.8
7500,STG,0.7848026487509091,-0.9871685781335732,0.9512975075451837,0.35441448314194307,0,0,2,3,NaN,0,NaN,0.4
7500,IFG,0.3098101217158004,0.9470607884783548,-0.9223500695060559,0.3246425951531726,0,3,0,2,0,0,0,0
10000,STG,0.6965169127965046,-0.9891320596845041,0.9121024117701866,0.2251714030169274,0,0,2,3,NaN,0,NaN,0.4
10000,IFG,-0.43441927060471064,0.9896325511470565,-0.2890305597776624,0.3644936427886741,2,0,3,0,1,1,1,1
1,STG,-0.6768047708828845,-0.04503548382738387,0.5828129898444163,1.0601847522658092,0,0,2,3,NaN,0,NaN,0.4
1,IFG,0.38809607702754567,0.07770678595241032,0.6311994142455708,1.3530339417893524,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,0.5179797057919524,-0.6866906309448573,-0.3122439750638009,0.23705524555554494,3,0,2,0,1,1,1,1
5,IFG,-0.3981779143997157,-0.34472520799901396,0.6314122129378418,0.9618771331094118,0,3,0,2,0,0,0,0
10,STG,0.5840208982290438,-0.8869265299059974,0.5447930571873474,0.6880456127548101,3,0,2,0,1,1,1,1
10,IFG,-0.6561204200437133,-0.8217142501037279,-0.9845106508904031,1.1102522030801796,0,0,3,2,NaN,0,NaN,0.6
50,STG,-0.44153071949749856,0.9408245139217686,0.7841332993786335,1.9864648557610969,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,0.49245476117902964,0.1786966352409713,-0.8394312658579315,0.24567410563554024,2,0,3,0,1,1,1,1
100,STG,0.5551601096699782,-0.9959702096418572,0.3062895718238416,0.5496852811242214,3,0,2,0,1,1,1,1
100,IFG,-0.16043273233005265,0.9205053939205505,-0.7399414681342872,0.2780155331860028,2,0,3,0,1,1,1,1
500,STG,-0.17685327571955484,0.3985521985201041,0.8842970350672643,0.5050437263127745,1,2,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2
500,IFG,0.8545627033041634,0.9668391011012991,-0.9185448241061862,0.35970602563495085,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,0.18603657347556435,-0.7756125675098975,0.7747054445260054,0.21424972878289783,3,0,2,0,1,1,1,1
1000,IFG,-0.06840529047471053,0.6463217636591401,-0.9448560035138225,0.2784245686097083,2,3,0,0,0.4,1,0.5714285714285714,0.4
2500,STG,0.9568385613724003,-0.9403271805968518,0.9678278426313189,0.45871714672186353,3,0,2,0,1,1,1,1
2500,IFG,-0.44809351445740003,0.9713725983668642,-0.9961723248675317,0.2383534410671812,2,0,3,0,1,1,1,1
5000,STG,-0.2461779701013384,-0.9675615584341939,0.9700199507653438,1.154854093612941,0,0,2,3,NaN,0,NaN,0.4
5000,IFG,-0.16718129754137664,0.7448375851309532,0.13953249127262987,0.3266547580774305,2,0,3,0,1,1,1,1
7500,STG,-0.3605122949981714,-0.9836948671473988,0.42020807966824636,0.3614593512697284,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,0.2181865231363464,0.9929994233759266,-0.44103319518185763,0.2816344088797508,0,0,3,2,NaN,0,NaN,0.6
10000,STG,0.19766458432221523,0.1887399718647607,0.9075894656194501,0.30618692230204064,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,-0.9936859336691976,-0.9731718380965999,0.9955210750835737,1.233865409989847,0,1,2,2,0,0,0,0.4
1,STG,0.6192870428178949,-0.5793614424695885,-0.26676152116449137,0.329878808630204,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,-0.5680296431922005,0.8854209135854765,-0.9130092804984535,0.0203380153379058,2,0,3,0,1,1,1,1
5,STG,-0.1295946855718869,-0.33490805231712484,0.9212915284292584,1.6456193137069293,3,0,2,0,1,1,1,1
5,IFG,0.18781523610214226,0.08796697749787707,0.3248449005293439,1.284382691118002,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,0.1599234799508593,-0.029643905566069953,0.19512238611572041,1.533914532912392,3,2,0,0,0.6,1,0.7499999999999999,0.6
10,IFG,-0.4180455943011418,-0.09674447657569685,0.009949582028431977,0.10172626240960314,0,0,3,2,NaN,0,NaN,0.6
50,STG,0.8688489796767774,-0.7976863632186543,0.9972377866452444,1.7413096736689089,3,0,2,0,1,1,1,1
50,IFG,0.3744651254205114,-0.4266740146215597,-0.3616892672755831,0.9403732658186106,0,3,0,2,0,0,0,0
100,STG,-0.3349203906441847,-0.33534614614454555,-0.19826903202891533,1.2253051860432107,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.7482506318189454,-0.9932330728473813,0.07683444199069936,0.42079392556938766,0,0,3,2,NaN,0,NaN,0.6
500,STG,0.12930258196993286,-0.9973685743022839,0.9329657040507471,0.2486523159677194,3,0,2,0,1,1,1,1
500,IFG,0.17375551588727972,0.799017738685982,-0.8601759489912926,0.32990005512454407,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,0.9789409019147558,-0.6649642502755463,0.5754639801715387,0.3502294132080892,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,0.9942359116714946,-0.3444241667529193,-0.868489506652206,0.5504597121084659,2,0,3,0,1,1,1,1
2500,STG,0.8519026750069881,-0.911067519422183,-0.9172209792775845,0.7826475108035131,3,0,2,0,1,1,1,1
2500,IFG,0.4717358773897131,0.7173846979457996,-0.9827319564637492,0.5494754249127819,2,0,3,0,1,1,1,1
5000,STG,0.9106752569398853,-0.6133679173152595,0.9851335029730912,0.406641343404012,2,0,2,1,1,0.6666666666666666,0.8,0.8
5000,IFG,0.8931529093842159,-0.10905184946799337,-0.9946477832394163,0.352506909005048,0,0,3,2,NaN,0,NaN,0.6
7500,STG,0.9731686526490675,-0.7533992385027203,-0.8794538583195726,0.5008301524909853,3,0,2,0,1,1,1,1
7500,IFG,-0.5570216491725984,0.7371224681614679,-0.8725083115894916,0.2742951638095842,2,0,3,0,1,1,1,1
10000,STG,0.5705713739198924,-0.34871258260376764,-0.9776100317264552,1.8455110698813275,0,0,2,3,NaN,0,NaN,0.4
10000,IFG,0.7048995490638773,0.9616402204335068,0.9596839182020785,0.37447792748966585,2,3,0,0,0.4,1,0.5714285714285714,0.4
1,STG,-0.4207992691973129,-0.8271797653390922,0.5686597598781806,1.2423348615654994,2,0,2,1,1,0.6666666666666666,0.8,0.8
1,IFG,-0.43748143729341304,0.48079719171593416,-0.2706293866859504,1.0343168390357815,2,0,3,0,1,1,1,1
5,STG,-0.1272744718830132,0.3092931399066141,-0.6186664886737218,1.4157824738997409,0,2,0,3,0,0,0,0
5,IFG,-0.5326624738748893,-0.44711302539230013,0.06324744104380926,0.11300060375589104,0,0,3,2,NaN,0,NaN,0.6
10,STG,-0.8939168589488492,0.3273244350692133,0.5442923721692099,1.8968614590433877,0,0,2,3,NaN,0,NaN,0.4
10,IFG,-0.76927178556039,-0.9312287963773054,0.2293794466050624,0.5809205256231592,0,0,3,2,NaN,0,NaN,0.6
50,STG,-0.014102365577587803,-0.4969291198517531,-0.20368134361328893,0.537686967020176,0,0,2,3,NaN,0,NaN,0.4
50,IFG,0.3971904773098027,0.1739352703628989,-0.5863110913945414,1.4512075252996621,2,0,3,0,1,1,1,1
100,STG,-0.7721261133425428,-0.879292293181853,-0.4139564841279063,1.1813076617545866,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.8451259870870429,0.15513591455461187,-0.36010846412748543,0.7273072924912003,0,0,3,2,NaN,0,NaN,0.6
500,STG,0.0224138260806368,-0.509545502133736,0.438462833166855,0.33682018639409445,3,0,2,0,1,1,1,1
500,IFG,-0.5793959775620071,0.0958645232322049,0.09851009916751328,0.31167662522029094,0,0,3,2,NaN,0,NaN,0.6
1000,STG,0.2286540572192943,-0.2943453587490193,0.8480572818264057,0.3765568926510274,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,-0.4683103198949628,-0.9829913842531227,-0.51445605537495,0.5847858486369455,0,0,3,2,NaN,0,NaN,0.6
2500,STG,-0.13058608184353473,-0.48592835543354934,0.9857872991764833,0.28993559840167477,0,0,2,3,NaN,0,NaN,0.4
2500,IFG,-0.44460482877328555,0.9832580766237993,-0.9876721291934372,0.2920798146874054,2,0,3,0,1,1,1,1
5000,STG,0.03363289028129729,-0.9152157779804704,0.9219640346124893,0.2860736342079101,0,0,2,3,NaN,0,NaN,0.4
5000,IFG,-0.4736087592486235,-0.9720557760625926,0.7414903327531595,0.6258244122142474,2,0,3,0,1,1,1,1
7500,STG,0.9336261362958449,-0.9429205988116751,0.30500442211406653,0.30639789533550954,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,0.9773817864712799,0.8525700128485505,-0.9948725682668887,0.36976606987613386,2,2,1,0,0.5,1,0.6666666666666666,0.6
10000,STG,-0.9425654958996061,-0.4825947348128399,0.9497228606833839,0.5897949479721921,3,0,2,0,1,1,1,1
10000,IFG,-0.11904343197062284,0.9461770456126459,-0.9312193414484182,0.2867102384174228,0,0,3,2,NaN,0,NaN,0.6
1,STG,0.863798839075184,-0.40356012437225,-0.007333243333766504,1.5315896087233005,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,-0.5493747648520859,-0.11561729180000935,-0.4627055972241423,0.3178241233112355,0,0,3,2,NaN,0,NaN,0.6
5,STG,0.6449435750878526,-0.2900705845907086,0.2491118020883481,1.0600524982171615,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,-0.34162863856660014,-0.13889138191314387,-0.6441844970762796,0.3604397217863581,0,0,3,2,NaN,0,NaN,0.6
10,STG,-0.9785366912905371,-0.461634717234026,-0.9851631495602926,1.3135203123575354,0,0,2,3,NaN,0,NaN,0.4
10,IFG,0.30444575003385865,-0.8106465251098371,0.09200892748313295,1.6092968563377252,0,3,0,2,0,0,0,0
50,STG,-0.06248452143432908,-0.1011255760536958,-0.6225592308814363,0.553360024697904,0,2,0,3,0,0,0,0
50,IFG,-0.0379009032466885,0.6933862597810456,-0.9550982546029114,0.13456131860569687,2,0,3,0,1,1,1,1
100,STG,0.9923019054985298,-0.3454283662475572,0.7803016983792231,0.5858416560794947,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,-0.11628716568012214,0.24691574239961323,-0.2758815230717493,0.9025766334208847,0,0,3,2,NaN,0,NaN,0.6
500,STG,0.18691854984780357,-0.9710355056341906,0.8701393577310153,0.3917794969768071,3,0,2,0,1,1,1,1
500,IFG,-0.17643320815621272,0.5901912885760034,-0.8594929638269204,0.3050913490665905,2,0,3,0,1,1,1,1
1000,STG,-0.22983222793729685,-0.9797822454792688,0.8727473015248234,0.17313516233117482,3,0,2,0,1,1,1,1
1000,IFG,0.5328753409553463,-0.8614821107635169,0.02701947055617067,0.45883702669859683,2,3,0,0,0.4,1,0.5714285714285714,0.4
2500,STG,0.9710323629870228,0.9873592422829756,-0.9687325499552526,0.6490322450792602,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,0.1636987099236712,0.07990021892548933,-0.9421691252710371,0.2745228763457075,2,3,0,0,0.4,1,0.5714285714285714,0.4
5000,STG,0.04322887788661043,-0.9130738066812356,0.6922989815030842,0.28802289493484745,0,2,0,3,0,0,0,0
5000,IFG,0.9292374818942108,-0.38142385356755626,-0.8143368330607061,0.2844676021165727,2,0,3,0,1,1,1,1
7500,STG,0.5493121661284078,-0.9123692859904162,0.9292552915182675,0.6552578273966954,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,-0.8649053628281311,-0.6667909891144734,-0.9658828012936453,0.4579682111287968,0,0,3,2,NaN,0,NaN,0.6
10000,STG,-0.3248519049015803,-0.5406300781259923,0.10748727867972405,0.36702641797863034,0,0,2,3,NaN,0,NaN,0.4
